日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,单元ID,单元名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,曝光新客数,进店新客数,加购新客数,收藏新客数,新客支付金额,新客点击率,新客成交转化率,自然流量转化金额,自然流量曝光量
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,70738844704,大容量水杯女生塑料杯高颜值运动便携2024新款泡茶水分离杯子夏天,770446015937,商品,大容量水杯女生塑料杯高颜值运动便携2024新款泡茶水分离杯子夏天,349,25,18.04,0.07163,0.72,51.69,0.00,0,0.00,0,0.00,0,165.00,37.13,202.13,5,4,1,0.2,11.20,3.61,3,2,1,0.12,1,0,,4,4.51,4,4.51,1,18.04,0.04,6.01,5,665.00,1,0,0,0,0.00,1,72,21,15,0.71429,0,0,0.2063,47,3,4,0.8,0,0.00,0,5,1,40.43,232,21,3,0,157.33,0.0678,0.2,200.07,3839
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,70727295848,大容量水杯女士高颜值2024新款塑料男生泡茶杯子便携运动水壶夏天,773987298091,商品,大容量水杯女士高颜值2024新款塑料男生泡茶杯子便携运动水壶夏天,1394,117,79.95,0.08393,0.68,57.35,0.00,0,0.00,0,0.00,0,917.74,133.44,1051.18,24,21,3,0.20513,13.15,3.33,18,16,2,0.15385,8,0,,26,3.08,26,3.08,8,9.99,0.06838,4.44,27,4072.00,7,1,0,0,0.00,6,277,80,67,0.8375,0.00855,1,0.19871,154,3,15,0.75,0,88.56,2,20,1,52.56,1034,80,11,7,787.08,0.08255,0.16981,352.88,8573
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69711489039,316保温杯女新款2024男生水杯子儿童小学生上学专用男孩运动水壶,745722039090,商品,保温杯女生高颜值新款2023秋冬季男生水杯子儿童学生上学专用水壶,379,24,8.06,0.06332,0.34,21.27,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,2,0,0.08333,1,0,,3,2.69,3,2.69,1,8.06,0.04167,4.03,0,0.00,1,0,0,0,0.00,0,27,18,17,0.94444,0,0,0.07124,3,2,0,,0,0.00,0,0,,,298,18,2,1,0.00,0.0663,0,1.80,54
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69640729093,三丽鸥库洛米保温杯双饮高颜值儿童水杯子女孩小学生上学专用水壶,754716553690,商品,三丽鸥库洛米保温杯女生高颜值2023新款儿童水杯女孩学生上学专用,236,5,6.18,0.02119,1.24,26.19,0.00,0,0.00,0,0.00,0,89.90,0.00,89.90,1,1,0,0.2,14.55,6.18,4,1,3,0.8,1,0,,5,1.24,5,1.24,1,6.18,0.2,1.55,3,567.00,0,1,0,0,0.00,0,12,4,3,0.75,0,0,0.05085,7,3,1,1,0,0.00,0,1,1,89.90,120,4,2,1,89.90,0.02273,0.25,68.10,765
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69477008032,迪士尼草莓熊保温杯女生高颜值2024新款儿童水杯女孩学生上学专用,746720528548,商品,迪士尼草莓熊保温杯女生高颜值2024新款儿童水杯女孩学生上学专用,374,39,47.03,0.10428,1.21,125.75,0.00,0,0.00,0,0.00,0,724.20,39.90,764.10,9,8,1,0.23077,16.25,5.23,9,8,1,0.23077,4,0,,13,3.62,13,3.62,4,11.76,0.10256,5.23,12,1668.90,3,1,0,0,0.00,3,129,29,19,0.65517,0,0,0.34492,90,4,8,1,0,0.00,0,8,1,95.51,235,30,7,4,764.10,0.11765,0.26471,285.18,3904
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69450168345,超长保温饭盒上班族可微波炉加热带饭桶多层便当盒小学生专用餐盒,743658864782,商品,超长保温饭盒上班族可微波炉加热带饭桶多层便当盒小学生专用餐盒,684,32,11.92,0.04678,0.37,17.43,0.00,0,0.00,0,0.00,0,143.93,154.70,298.63,6,3,3,0.1875,25.05,1.99,5,3,2,0.15625,2,0,,7,1.70,7,1.70,2,5.96,0.0625,2.38,6,1144.00,1,1,0,0,0.00,3,48,30,28,0.93333,0,0,0.07018,16,2,6,1,0,0.00,0,6,1,49.77,545,30,4,1,298.63,0.04931,0.1875,75.68,1520
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69359752825,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,693830220783,商品,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,2486,296,135.44,0.11907,0.46,54.48,0.00,0,0.00,0,0.00,0,1461.83,564.00,2025.83,29,20,9,0.09797,14.96,4.67,48,33,15,0.16216,11,0,,59,2.30,59,2.30,11,12.31,0.03716,2.82,30,6136.00,6,5,0,0,0.00,17,554,241,207,0.85892,0,0,0.22285,258,2,22,0.88,0,0.00,0,25,1,81.03,2017,241,33,9,1846.23,0.11867,0.09253,804.99,9171
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69345481225,多层保温饭盒上班族学生专用可微波炉加热带饭桶大容量便当盒餐盒,740423777764,商品,超长保温饭盒上班族可微波炉加热带饭桶冬季便当盒餐盒小学生专用,1854,193,100.74,0.1041,0.52,54.34,0.00,0,0.00,0,0.00,0,987.30,243.70,1231.00,22,18,4,0.11399,12.22,4.58,26,20,6,0.13472,7,0,,33,3.05,33,3.05,7,14.39,0.03627,3.87,28,5800.00,5,2,0,0,0.00,6,388,158,134,0.8481,0,0,0.20928,194,2,21,0.95455,0,0.00,0,22,1,55.95,1505,158,21,5,1181.10,0.10476,0.11351,345.85,3924
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69123392058,三丽鸥库洛米儿童保温杯女小学生水杯子女孩上学专用水壶2024新款,735478522484,商品,三丽鸥库洛米儿童保温杯女食品级316小学生水杯女孩上学专用冬季,111,4,5.21,0.03604,1.30,46.94,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,8,3,2,0.66667,0,0,0.07207,4,3,0,,0,0.00,0,0,,,62,3,0,0,0.00,0.03614,0,0.00,0
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69009506127,迪士尼草莓熊儿童水杯学生上学专用双饮吸管杯2024新款女水壶夏天,713589653351,商品,迪士尼草莓熊儿童水杯学生上学专用双饮吸管杯2024新款女水壶夏天,340,25,9.23,0.07353,0.37,27.15,0.00,0,0.00,0,0.00,0,49.90,0.00,49.90,1,1,0,0.04,5.41,9.23,5,5,0,0.2,1,0,,6,1.54,6,1.54,1,9.23,0.04,1.85,1,129.00,1,0,0,0,0.00,1,53,20,15,0.75,0,0,0.15588,28,3,1,1,0,0.00,0,1,1,49.90,261,20,4,1,49.90,0.07947,0.04167,20.84,319
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,69009123634,保温饭盒上班族小学生专用带饭桶可微波炉加热多层便携便当盒餐盒,726635389726,商品,保温饭盒冬季上班族小学生专用带饭桶可微波炉加热多层便当盒餐盒,961,81,49.88,0.08429,0.62,51.90,0.00,0,0.00,0,0.00,0,374.20,372.28,746.48,13,6,7,0.16049,14.97,3.84,16,12,4,0.19753,4,0,,20,2.49,20,2.49,4,12.47,0.04938,3.12,14,2155.00,1,3,0,0,0.00,3,184,73,56,0.76712,0,0,0.19147,102,3,7,0.58333,0,0.00,0,12,1,62.21,761,73,11,3,441.18,0.0818,0.09859,347.07,4467
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68816232436,316不锈钢咖啡保温杯女生高颜值可乐水杯子男随行杯便携2024新款,715324123119,商品,316不锈钢咖啡保温杯女生高颜值可乐水杯子男随行杯便携2024新款,1290,27,13.74,0.02093,0.51,10.65,0.00,0,0.00,0,0.00,0,56.82,16.80,73.62,3,2,1,0.11111,5.36,4.58,3,3,0,0.11111,1,0,,4,3.44,4,3.44,1,13.74,0.03704,4.58,3,297.00,1,0,0,0,0.00,0,41,22,22,1,0,0,0.03178,16,2,3,1,0,0.00,0,3,1,24.54,980,24,3,1,73.62,0.023,0.11111,55.28,1856
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68804706501,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,675934150888,商品,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,597,45,30.53,0.07538,0.68,51.14,0.00,0,0.00,0,0.00,0,299.20,5.00,304.20,8,7,1,0.17778,9.96,3.82,5,4,1,0.11111,2,0,,7,4.36,7,4.36,2,15.27,0.04444,6.11,8,793.00,2,0,0,0,0.00,2,86,35,28,0.8,0,0,0.14405,36,2,4,0.8,0,0.00,0,5,2,60.84,495,35,3,1,269.30,0.07002,0.15385,43.41,780
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68804682815,儿童保温杯吸管水杯女孩2024新款小学生上学专用宝宝婴幼儿园水壶,653024530391,商品,儿童保温杯吸管水杯子女孩可爱食品级316小学生上学专用宝宝水壶,799,58,31.29,0.07259,0.54,39.16,0.00,0,0.00,0,0.00,0,195.55,39.90,235.45,6,5,1,0.10345,7.52,5.22,3,2,1,0.05172,3,1,31.29,7,4.47,6,5.22,4,10.43,0.05172,10.43,8,1592.00,3,0,0,0,0.00,3,123,46,40,0.86957,0,0,0.15394,65,3,6,1,0,0.00,0,6,1,39.24,567,46,2,3,235.45,0.07876,0.10714,110.99,2620
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68804546097,双头儿童水杯小学生上学专用双饮吸管杯子男孩运动便携水壶瓶夏天,697480084273,商品,双头儿童水杯小学生上学专用双饮吸管杯子男生运动便携水壶瓶夏季,381,16,11.70,0.04199,0.73,30.71,0.00,0,0.00,0,0.00,0,119.70,0.00,119.70,3,3,0,0.1875,10.23,3.90,4,4,0,0.25,1,0,,5,2.34,5,2.34,1,11.70,0.0625,2.93,3,597.00,1,0,0,0,0.00,3,36,13,11,0.84615,0,0,0.09449,20,3,2,0.66667,0,0.00,0,3,1,39.90,289,13,4,1,79.80,0.03835,0.15385,40.26,1365
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68804540231,多层保温饭盒可微波炉加热带饭桶大容量便携上班族不锈钢便当餐盒,696808936573,商品,多层保温饭盒秋冬季可微波炉加热带饭桶碗上班族不锈钢便当盒餐盒,2106,280,154.52,0.13295,0.55,73.37,0.00,0,0.00,0,0.00,0,1427.30,451.00,1878.30,35,27,8,0.125,12.16,4.41,44,38,6,0.15714,7,0,,51,3.03,51,3.03,7,22.07,0.025,3.51,41,8259.00,5,2,0,0,0.00,21,644,208,183,0.87981,0,0,0.30579,363,3,30,0.96774,0,0.00,0,31,1,60.59,1706,208,33,7,1828.40,0.13723,0.12364,494.85,6395
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68804520345,夏天双饮儿童水杯男童小学生上学专用双口吸管杯子男孩方形水壶瓶,675070883486,商品,网红双饮吸管儿童水杯夏季男童小学生上学专用杯子男孩方形水壶瓶,505,38,19.24,0.07525,0.51,38.10,0.00,0,0.00,0,0.00,0,279.30,39.90,319.20,8,7,1,0.21053,16.59,2.41,8,8,0,0.21053,0,0,,8,2.41,8,2.41,0,,0,2.41,8,1592.00,0,0,0,0,0.00,3,67,32,27,0.84375,0,0,0.13267,28,2,6,1,0,0.00,0,6,1,53.20,426,33,7,0,319.20,0.07613,0.21622,83.52,2927
2024-09-03,371,关键词推广,371,关键词推广,68746518866,230513_好货快投,68803895562,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,682712701386,商品,三丽鸥库洛米儿童保温杯女孩小学生水杯上学专用女童水壶2024新款,66,3,4.48,0.04545,1.49,67.88,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,4,3,0,0,0,0,0.06061,1,1,0,,0,0.00,0,0,,,46,3,0,0,0.00,0.04255,0,0.06,3
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71574170314,不锈钢儿童保温饭盒中小学生上学专用女孩一年级餐盒上班族便当盒,826912336647,商品,不锈钢儿童保温饭盒中小学生上学专用女孩一年级餐盒上班族便当盒,66,4,0.20,0.06061,0.05,3.03,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,0,1,0.25,0,0,,1,0.20,1,0.20,0,,0,0.20,0,0.00,0,0,0,0,0.00,0,16,4,3,0.75,0,0,0.24242,12,4,0,,0,0.00,0,0,,,59,4,1,0,0.00,0.06557,0,0.56,40
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71540767684,保温饭盒上班族冬天超长24小时保温桶不锈钢大容量带饭手提桶汤壶,818928954949,商品,保温饭盒上班族冬天超长24小时保温桶不锈钢大容量带饭手提桶汤壶,475,33,6.50,0.06947,0.20,13.68,0.00,0,0.00,0,0.00,0,0.00,144.78,144.78,2,0,2,0.06061,22.27,3.25,7,3,4,0.21212,1,0,,8,0.81,8,0.81,1,6.50,0.0303,0.93,2,398.00,1,0,0,0,0.00,1,72,24,19,0.79167,0,0,0.15158,38,3,2,1,0,0.00,0,2,1,72.39,397,24,4,1,144.78,0.06957,0.0625,71.77,1258
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71540663989,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级便当盒分格餐盘,821975642413,商品,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级便当盒分格餐盘,199,16,2.38,0.0804,0.15,11.96,0.00,0,0.00,0,0.00,0,128.70,0.00,128.70,3,3,0,0.1875,54.08,0.79,0,0,0,0,2,0,,2,1.19,2,1.19,2,1.19,0.125,,3,507.00,1,1,0,0,0.00,1,35,8,6,0.75,0,0,0.17588,19,4,2,1,0,0.00,0,2,2,64.35,164,8,0,1,128.70,0.08333,0.1875,29.16,960
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71356606911,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级便当盒分格餐盘,821820447787,商品,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级便当盒分格餐盘,52,1,0.64,0.01923,0.64,12.31,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.01923,0,1,0,,0,0.00,0,0,,,49,1,0,0,0.00,0.02,0,0.00,0
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71344619276,不锈钢保温饭盒小学生专用初中生一年级儿童餐盒上班族带饭便当盒,823748098023,商品,不锈钢保温饭盒小学生专用初中生一年级儿童餐盒上班族带饭便当盒,113,1,0.09,0.00885,0.09,0.80,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.00885,0,1,0,,0,0.00,0,0,,,98,1,0,0,0.00,0.00926,0,0.00,0
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71344527496,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级分格便当盒女孩,822291560206,商品,不锈钢保温饭盒中小学生专用上班族儿童餐盒一年级分格便当盒女孩,230,13,1.78,0.05652,0.14,7.74,0.00,0,0.00,0,0.00,0,42.90,0.00,42.90,1,1,0,0.07692,24.10,1.78,8,4,4,0.61538,0,1,1.78,9,0.20,8,0.22,1,,0,0.22,1,169.00,0,0,0,0,0.00,1,31,13,12,0.92308,0,0,0.13478,17,2,1,1,0,0.00,0,1,1,42.90,198,13,2,0,42.90,0.05936,0.07692,28.61,1155
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71337369795,不锈钢保温饭盒小学生专用初中生一年级儿童餐盒上班族便当盒餐盘,823594895232,商品,不锈钢保温饭盒小学生专用初中生一年级儿童餐盒上班族便当盒餐盘,83,3,0.74,0.03614,0.25,8.92,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,9,2,2,1,0,0,0.10843,7,5,0,,0,0.00,0,0,,,74,3,0,0,0.00,0.0375,0,0.01,1
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,71086461279,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,813205216722,商品,保温饭盒上班族冬天超长保温桶24小时不锈钢便当盒大容量便携汤壶,68,2,0.41,0.02941,0.21,6.03,0.00,0,0.00,0,0.00,0,76.88,0.00,76.88,1,1,0,0.5,187.51,0.41,1,1,0,0.5,1,0,,2,0.21,2,0.21,1,0.41,0.5,0.41,1,199.00,1,0,0,0,0.00,1,11,2,2,1,0,0,0.16176,9,6,1,1,0,0.00,0,1,1,76.88,60,2,1,1,76.88,0.03175,0.5,39.70,609
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,70505833790,多层保温饭盒上班族学生专用可微波炉加热带饭桶大容量便当盒餐盒,740423777764,商品,超长保温饭盒上班族可微波炉加热带饭桶冬季便当盒餐盒小学生专用,412,19,4.11,0.04612,0.22,9.98,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.05263,0,0,,1,4.11,1,4.11,0,,0,4.11,0,0.00,0,0,0,0,0.00,0,47,19,14,0.73684,0,0,0.11408,28,2,0,,0,0.00,0,0,,,354,19,1,0,0.00,0.04326,0,5.15,155
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,69996699853,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,767759025702,商品,冬天不锈钢保温饭盒24小时超长多层大容量便携带饭桶壶手提上班族,293,23,4.25,0.0785,0.18,14.51,0.00,0,0.00,0,0.00,0,72.90,0.00,72.90,1,1,0,0.04348,17.15,4.25,3,1,2,0.13043,0,0,,3,1.42,3,1.42,0,,0,1.42,1,199.00,0,0,0,0,0.00,2,57,22,17,0.77273,0,0,0.19454,34,3,1,1,0,0.00,0,1,1,72.90,269,22,3,0,72.90,0.07639,0.04545,30.68,1110
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,69596790448,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,720335400398,商品,双层不锈钢超长保温饭盒便携带饭桶小型24小时上班族便当装汤壶碗,1143,72,19.09,0.06299,0.27,16.70,0.00,0,0.00,0,0.00,0,142.82,0.00,142.82,2,2,0,0.02778,7.48,9.55,5,2,3,0.06944,1,1,19.09,7,2.73,6,3.18,2,19.09,0.01389,3.82,2,398.00,0,1,0,0,0.00,3,200,65,61,0.93846,0,0,0.17498,128,3,2,1,0,0.00,0,2,1,71.41,1001,65,4,1,142.82,0.06391,0.02817,104.61,1464
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,68804700576,冬天不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶碗,632475827272,商品,秋冬季不锈钢保温饭盒超长便携大容量多层带饭桶24小时上班族汤壶,1206,63,17.64,0.05224,0.28,14.63,0.00,0,0.00,0,0.00,0,69.90,0.00,69.90,1,1,0,0.01587,3.96,17.64,7,5,2,0.11111,1,0,,8,2.21,8,2.21,1,17.64,0.01587,2.52,1,198.00,0,1,0,0,0.00,0,129,58,57,0.98276,0,0,0.10697,64,2,1,1,0,0.00,0,1,1,69.90,1067,58,6,1,69.90,0.05357,0.01587,35.08,492
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,68804670888,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,693830220783,商品,不锈钢超长保温饭盒冬天上班族便携带饭桶手提24小时便当盒汤壶碗,504,48,8.16,0.09524,0.17,16.19,0.00,0,0.00,0,0.00,0,89.90,69.90,159.80,2,1,1,0.04167,19.58,4.08,4,3,1,0.08333,3,0,,7,1.17,7,1.17,3,2.72,0.0625,2.04,2,398.00,1,2,0,0,0.00,5,135,46,38,0.82609,0,0,0.26786,87,3,2,1,0,0.00,0,2,1,79.90,438,46,4,3,159.80,0.09751,0.04255,55.80,989
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,68804593462,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,675934150888,商品,不锈钢保温饭盒儿童小学生专用初中一年级餐盘分格便当餐盒上班族,1278,64,18.46,0.05008,0.29,14.44,0.00,0,0.00,0,0.00,0,109.80,71.99,181.79,4,2,2,0.0625,9.85,4.62,12,9,3,0.1875,2,1,18.46,15,1.23,14,1.32,3,9.23,0.03125,1.54,4,546.00,2,0,0,0,0.00,2,180,58,56,0.96552,0,0,0.14085,116,3,1,0.5,0,71.99,2,2,2,90.90,1080,58,6,2,109.80,0.05008,0.03279,49.61,945
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,68803883676,冬天不锈钢保温饭盒24小时超长便携大容量带饭桶家用上班族汤壶碗,668167398519,商品,秋冬季不锈钢保温饭盒24小时超长便携大容量带饭桶家用上班族汤壶,472,37,6.85,0.07839,0.19,14.51,0.00,0,0.00,0,0.00,0,54.16,0.00,54.16,1,1,0,0.02703,7.91,6.85,6,4,2,0.16216,1,0,,7,0.98,7,0.98,1,6.85,0.02703,1.14,2,368.00,1,0,0,0,0.00,1,105,31,28,0.90323,0,0,0.22246,68,3,1,1,0,0.00,0,1,1,54.16,378,31,3,1,54.16,0.07432,0.0303,35.92,812
2024-09-03,371,关键词推广,371,关键词推广,68745037894,多链接_保温饭盒趋势拉新,68803863853,多层保温饭盒可微波炉加热带饭桶大容量便携上班族不锈钢便当餐盒,696808936573,商品,多层保温饭盒秋冬季可微波炉加热带饭桶碗上班族不锈钢便当盒餐盒,341,16,2.31,0.04692,0.14,6.77,0.00,0,0.00,0,0.00,0,139.80,0.00,139.80,2,2,0,0.125,60.52,1.16,1,1,0,0.0625,0,0,,1,2.31,1,2.31,0,,0,2.31,2,398.00,0,0,0,0,0.00,0,56,11,9,0.81818,0,0,0.16422,44,5,1,1,0,0.00,0,1,2,139.80,268,15,1,0,139.80,0.05298,0.125,22.27,362
2024-09-03,371,关键词推广,371,关键词推广,68743466574,测图计划,71595051629,三丽鸥库洛米儿童保温杯女孩上学专用小学生幼儿园一年级吸管水杯,828830235857,商品,三丽鸥库洛米儿童保温杯女孩上学专用小学生幼儿园一年级吸管水杯,4430,83,85.44,0.01874,1.03,19.29,0.00,0,0.00,0,0.00,0,40.90,69.90,110.80,2,1,1,0.0241,1.30,42.72,7,4,3,0.08434,0,0,,7,12.21,7,12.21,0,,0,12.21,2,328.00,0,0,7,0,0.00,0,113,69,64,0.92754,0,0,0.02551,34,2,2,1,0,0.00,0,2,1,55.40,3403,73,6,0,110.80,0.01862,0.02439,32.07,1035
2024-09-03,371,关键词推广,371,关键词推广,68743466574,测图计划,71493565036,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园一年级女童吸管水杯,826234492041,商品,蛋仔派对儿童保温杯男孩小学生上学专用幼儿园一年级女童吸管水杯,2264,76,98.43,0.03357,1.30,43.48,0.00,0,0.00,0,0.00,0,128.70,42.90,171.60,4,3,1,0.05263,1.74,24.61,9,6,3,0.11842,3,0,,12,8.20,12,8.20,3,32.81,0.03947,10.94,5,645.00,3,0,0,0,0.00,1,136,64,61,0.95313,0,0,0.06007,60,2,3,1,0,0.00,0,3,1,57.20,1926,64,8,3,171.60,0.03394,0.05263,93.47,2706
2024-09-03,371,关键词推广,371,关键词推广,68739348940,多链接_餐饮具,71576212252,密码锁儿童保温杯男孩学生上学专用指纹水杯女2024新款幼儿园水壶,825439571961,商品,密码锁儿童保温杯男孩学生上学专用指纹水杯女2024新款幼儿园水壶,40,1,1.87,0.025,1.87,46.75,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,1,1,1,1,0,0,0.025,0,1,0,,0,0.00,0,0,,,34,1,0,0,0.00,0.02632,0,0.00,0
2024-09-03,371,关键词推广,371,关键词推广,68739348940,多链接_餐饮具,71404939083,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,807401375016,商品,保温饭盒上班族可微波炉加热多层不锈钢便当盒学生专用带饭小餐盒,273,29,14.99,0.10623,0.52,54.91,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,2,2,0,0.06897,0,0,,2,7.50,2,7.50,0,,0,7.50,0,0.00,0,0,0,0,0.00,0,39,26,22,0.84615,0,0,0.14286,10,2,0,,0,0.00,0,0,,,211,26,2,0,0.00,0.11556,0,13.81,137
2024-09-03,371,关键词推广,371,关键词推广,68739348940,多链接_餐饮具,71404744036,三丽鸥库洛米儿童保温杯女小学生水杯子女孩上学专用水壶2024新款,735478522484,商品,三丽鸥库洛米儿童保温杯女食品级316小学生水杯女孩上学专用冬季,13,0,0.00,0,,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,,,,0,0,0,,0,0,,0,,0,,0,,,,0,0.00,0,0,0,0,0.00,0,0,0,0,,,0,0,0,,0,,0,0.00,0,0,,,8,0,0,0,0.00,0,,0.00,0
2024-09-03,371,关键词推广,371,关键词推广,68739348940,多链接_餐饮具,71388105974,库洛米儿童保温杯女孩上学专用水杯小学生吸管杯女童水壶2024新款,818865760298,商品,库洛米儿童保温杯女孩上学专用水杯小学生吸管杯女童水壶2024新款,426,13,25.41,0.03052,1.95,59.65,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,,1,1,0,0.07692,0,0,,1,25.41,1,25.41,0,,0,25.41,0,0.00,0,0,0,0,0.00,0,14,12,12,1,0,0,0.03286,1,1,0,,0,0.00,0,0,,,362,12,1,0,0.00,0.03258,0,0.49,13
